customer_id,company_name,total_orders,total_spent,average_order_value,last_order_date,first_order_date,will_order_next_6months,days_since_last_order,customer_age_days
SYNTH_23,Synthetic Company 23,0.0,0.0,1.6790116056338464,,,1,0.0,
SYNTH_81,Synthetic Company 81,0.0,0.33215262279730035,0.0,,,1,0.0,
WELLI,Wellington Importadora,0.2155246243373292,-0.3891654963296007,-0.7285922092337924,1998-03-09,1997-07-01,1,0.0894040789989903,10165.0
PARIS,Paris spécialités,-1.4817317923191378,-0.6523115329187078,-1.370259171423807,,,0,4.058035992530932,
SYNTH_8,Synthetic Company 8,0.0,0.6497751975072937,0.0,,,1,1.0,
SYNTH_111,Synthetic Company 111,1.0,0.7538842220196345,1.2859671139073054,,,1,0.0,
LACOR,La corne d'abondance,-0.5118709828011566,-0.515892045426628,-0.78811935012876,1998-03-24,1998-01-29,1,-0.1151645763377077,9953.0
SYNTH_65,Synthetic Company 65,0.0,0.0,0.2919926413555353,,,1,0.0,
WANDK,Die Wandernde Kuh,-0.2694057804216613,-0.3916263954007093,-0.4803264959162086,1998-04-23,1997-08-14,1,-0.5243018870111038,10121.0
SYNTH_162,Synthetic Company 162,0.0,0.2710571518044879,0.0,,,1,0.0,
SYNTH_3,Synthetic Company 3,0.0,0.874070337733635,0.0,,,1,0.0,
SYNTH_112,Synthetic Company 112,0.0,0.0,1.846181600931475,,,1,0.0,
SYNTH_37,Synthetic Company 37,0.0,0.0,0.0,,,1,0.0,
SYNTH_35,Synthetic Company 35,0.0,0.028413326982891722,0.8729769753815467,,,1,0.0,
TORTU,Tortuga Restaurante,-0.2694057804216613,-0.4298958239605323,-0.6109715157000418,1998-05-04,1997-06-23,1,-0.6743189009246824,10173.0
SYNTH_92,Synthetic Company 92,0.0,0.1404540415551967,0.0,,,1,0.0,
SYNTH_22,Synthetic Company 22,2.0,0.0,0.0068135071570168074,,,1,1.0,
SYNTH_140,Synthetic Company 140,0.0,0.0,0.0,,,1,0.0,
SYNTH_168,Synthetic Company 168,1.0,0.7862890688156051,0.0,,,1,1.0,
SYNTH_171,Synthetic Company 171,1.0,0.0,0.0,,,1,0.0,
SYNTH_121,Synthetic Company 121,1.0,0.8733355437629721,0.594815700859694,,,1,0.0,
SYNTH_104,Synthetic Company 104,0.0,0.0,0.0,,,1,0.0,
SYNTH_66,Synthetic Company 66,0.0,0.44329460756363476,0.6917364926644887,,,1,0.0,
SAVEA,Save-a-lot Markets,4.579898267168244,4.988787795159666,2.481282704448801,1998-05-01,1997-06-02,1,-0.6334051698573429,10194.0
ANTON,Antonio Moreno Taquería,-0.2694057804216613,-0.250204988993923,0.0024610222979791,1998-01-28,1997-05-13,1,0.6349204932301852,10214.0
THECR,The Cracker Box,-0.7543361851806519,-0.5189607231559435,-0.6115326092884925,1998-04-06,1997-08-07,1,-0.292457410962846,10128.0
SYNTH_58,Synthetic Company 58,1.0,0.49719147496102595,0.3178613236950231,,,1,0.0,
SYNTH_50,Synthetic Company 50,0.0,0.5985769088800595,0.0,,,1,0.0,
SYNTH_54,Synthetic Company 54,0.0,0.0,1.5333623756607124,,,1,0.0,
SYNTH_7,Synthetic Company 7,1.0,0.03319171509693508,0.0,,,1,1.0,
SYNTH_19,Synthetic Company 19,0.0,0.21704529085394422,0.3995073914269611,,,1,0.0,
SYNTH_51,Synthetic Company 51,0.0,1.175780925514623,0.8332669375229353,,,1,0.0,
SYNTH_84,Synthetic Company 84,0.0,0.0,1.3266807672709382,,,1,0.0,
SYNTH_173,Synthetic Company 173,0.0,0.9522592037682277,0.0,,,1,0.0,
SUPRD,Suprêmes délices,0.2155246243373292,0.1470509858205909,0.578941833981862,1998-04-21,1997-12-05,1,-0.4970260662995441,10008.0
SYNTH_28,Synthetic Company 28,0.0,0.0,0.8779557106779644,,,1,0.0,
GOURL,Gourmet Lanchonetes,0.4579898267168245,-0.1459466830973651,-0.2898594843842125,1998-04-24,1997-09-01,1,-0.5379397973668837,10103.0
SYNTH_126,Synthetic Company 126,1.0,0.0,0.0,,,1,2.0,
SYNTH_103,Synthetic Company 103,1.0,0.0,0.0,,,1,0.0,
SYNTH_145,Synthetic Company 145,0.0,0.006078423591789897,0.0,,,1,0.0,
SYNTH_88,Synthetic Company 88,0.0,0.6347423073101072,0.0,,,1,0.0,
SYNTH_174,Synthetic Company 174,0.0,0.1352365205075935,0.0,,,1,0.0,
BLAUS,Blauer See Delikatessen,-0.2694057804216613,-0.4500158255364371,-0.6796576211072815,1998-04-29,1997-06-27,1,-0.6061293491457831,10169.0
PERIC,Pericles Comidas clásicas,-0.9968013875601472,-0.5498625220033805,-0.4959024354103318,1998-05-05,1998-04-02,1,-0.6879568112804623,9890.0
SYNTH_170,Synthetic Company 170,0.0,0.0,0.5455100589634722,,,1,1.0,
SYNTH_86,Synthetic Company 86,0.0,0.16730547954916142,0.0,,,1,0.0,
SYNTH_75,Synthetic Company 75,0.0,0.5017699621581533,0.9345392292635606,,,1,0.0,
RICAR,Ricardo Adocicados,0.2155246243373292,-0.0431028714403389,0.1152622379716163,1998-04-29,1997-06-10,1,-0.6061293491457831,10186.0
SYNTH_68,Synthetic Company 68,0.0,0.8657944561985684,0.0,,,1,0.0,
WARTH,Wartian Herkku,-0.026940578042166,-0.1558349631622327,0.0421430540377721,1998-04-15,1997-05-30,1,-0.4151986041648648,10197.0
SYNTH_25,Synthetic Company 25,0.0,0.0,0.0,,,1,0.0,
SYNTH_156,Synthetic Company 156,0.0,0.0,0.0,,,1,0.0,
SYNTH_83,Synthetic Company 83,0.0,0.22929999741400423,0.0,,,1,0.0,
GROSR,GROSELLA-Restaurante,-1.2392665899396424,-0.625774773741108,-0.9173003008285908,1997-12-18,1997-12-18,1,1.19407481781716,9995.0
CHOPS,Chop-suey Chinese,-0.2694057804216613,-0.0797708498328525,0.5842928478694458,1998-04-22,1997-11-06,1,-0.5106639766553239,10037.0
HUNGO,Hungry Owl All-Night Grocers,1.1853854338553105,1.7435709000565809,2.3475209759913884,1998-04-30,1997-06-12,1,-0.619767259501563,10184.0
GODOS,Godos Cocina Típica,0.7004550290963197,0.0550084901762046,-0.0287787799485814,1998-04-21,1997-05-28,1,-0.4970260662995441,10199.0
SYNTH_43,Synthetic Company 43,0.0,0.0,0.0,,,1,0.0,
NORTS,North/South,-0.9968013875601472,-0.6319723910458119,-1.1966736429505436,1998-04-29,1997-11-24,1,-0.6061293491457831,10019.0
SYNTH_6,Synthetic Company 6,0.0,0.0,0.0,,,1,0.0,
SYNTH_78,Synthetic Company 78,1.0,0.0,1.1774700552421435,,,1,0.0,
SYNTH_90,Synthetic Company 90,0.0,0.0,0.0,,,1,0.0,
LAZYK,Lazy K Kountry Store,-1.2392665899396424,-0.6379303214934279,-1.1247846867141416,1997-05-22,1997-05-22,0,4.058035992530932,10205.0
SYNTH_157,Synthetic Company 157,1.0,0.6505151959059335,0.0,,,1,0.0,
SYNTH_87,Synthetic Company 87,0.0,0.13183553116012303,0.0,,,1,0.0,
SYNTH_47,Synthetic Company 47,0.0,0.0,0.8761012869583813,,,1,0.0,
FURIB,Furia Bacalhau e Frutos do Mar,-0.5118709828011566,-0.4294481230291488,-0.4192391376192895,1998-03-19,1997-05-28,1,-0.0469750245588083,10199.0
SYNTH_175,Synthetic Company 175,0.0,0.0,0.11693413818920952,,,1,0.0,
SYNTH_52,Synthetic Company 52,0.0,0.5143041635772132,0.0,,,1,0.0,
SYNTH_70,Synthetic Company 70,0.0,0.7651382320715722,0.0,,,1,1.0,
ALFKI,Alfreds Futterkiste,-0.026940578042166,-0.359688120741261,-0.5377889527701571,1998-04-09,1997-08-25,1,-0.3333711420301856,10110.0
SYNTH_142,Synthetic Company 142,0.0,0.0,0.0,,,1,1.0,
SYNTH_11,Synthetic Company 11,0.0,0.0,0.374506046872978,,,1,0.0,
SYNTH_152,Synthetic Company 152,0.0,0.29140524030240583,2.0835794832495016,,,1,0.0,
SYNTH_113,Synthetic Company 113,0.0,0.5413636347676155,1.387466121565153,,,1,0.0,
SYNTH_9,Synthetic Company 9,0.0,0.0,0.0,,,1,0.0,
ISLAT,Island Trading,-0.026940578042166,-0.3088950530757161,-0.3932902066480082,1998-03-06,1997-08-05,1,0.1303178100663299,10130.0
QUICK,QUICK-Stop,2.882641850511777,4.911057697295184,3.905394344090418,1998-04-14,1997-05-19,1,-0.401560693809085,10208.0
SYNTH_61,Synthetic Company 61,0.0,0.0,0.0,,,1,0.0,
SYNTH_123,Synthetic Company 123,1.0,0.2531728698445713,0.0,,,1,0.0,
SYNTH_167,Synthetic Company 167,0.0,0.0,0.0,,,1,0.0,
CACTU,Cactus Comidas para llevar,-0.2694057804216613,-0.5434731560489675,-0.9987043185166103,1998-04-28,1997-12-17,1,-0.5924914387900032,9996.0
SYNTH_178,Synthetic Company 178,0.0,0.0,0.9009023585134953,,,1,0.0,
SYNTH_141,Synthetic Company 141,0.0,1.805860114133185,0.0,,,1,0.0,
GALED,Galería del gastrónomo,-0.7543361851806519,-0.627486822720308,-1.229013932205944,1998-03-05,1997-06-13,1,0.1439557204221098,10183.0
SYNTH_89,Synthetic Company 89,0.0,0.24991953159425287,0.0,,,1,0.0,
BERGS,Berglunds snabbköp,1.4278506362348056,0.4573651585386426,0.208173653035542,1998-03-04,1997-06-18,1,0.1575936307778897,10178.0
SYNTH_33,Synthetic Company 33,0.0,0.0,1.3517641021922646,,,1,1.0,
HANAR,Hanari Carnes,1.4278506362348056,1.3914619979964151,1.5368571551531958,1998-04-27,1997-05-19,1,-0.5788535284342233,10208.0
SYNTH_115,Synthetic Company 115,0.0,0.5510853261624817,0.37613136076597825,,,1,0.0,
SYNTH_73,Synthetic Company 73,0.0,0.18351905735484947,1.5080265397406483,,,1,0.0,
SYNTH_79,Synthetic Company 79,0.0,0.2654341169890488,0.0,,,1,0.0,
SYNTH_117,Synthetic Company 117,0.0,0.0,1.062781528604139,,,1,0.0,
SYNTH_49,Synthetic Company 49,0.0,0.0,0.0,,,1,1.0,
RANCH,Rancho grande,-0.5118709828011566,-0.4879068932306057,-0.6686989374164416,1998-04-13,1997-10-24,1,-0.3879227834533051,10050.0
SYNTH_46,Synthetic Company 46,0.0,0.0,0.0,,,1,3.0,
SYNTH_39,Synthetic Company 39,0.0,0.0,0.0,,,1,0.0,
SYNTH_172,Synthetic Company 172,0.0,1.5300351548270643,0.14287964282507673,,,1,1.0,
SYNTH_154,Synthetic Company 154,0.0,0.0,1.918934755657692,,,1,0.0,
SEVES,Seven Seas Imports,-0.5118709828011566,-0.1612866437225321,0.7250803325065058,1998-02-04,1997-05-23,1,0.5394551207397261,10204.0
SYNTH_133,Synthetic Company 133,0.0,0.0,1.0449798335755685,,,1,2.0,
REGGC,Reggiani Caseifici,0.7004550290963197,-0.2237034987562813,-0.5573749681153338,1998-04-30,1997-06-09,1,-0.619767259501563,10187.0
LILAS,LILA-Supermercado,0.2155246243373292,-0.1228213528002541,-0.0791268412927285,1998-05-05,1997-05-21,1,-0.6879568112804623,10206.0
SYNTH_97,Synthetic Company 97,0.0,0.0,0.03891004810943143,,,1,0.0,
SYNTH_67,Synthetic Company 67,0.0,0.0,0.06067662208423066,,,1,1.0,
LAUGB,Laughing Bacchus Wine Cellars,-0.9968013875601472,-0.635567693902132,-1.2273579535392518,1998-01-01,1997-08-05,1,1.0031440728362415,10130.0
SYNTH_34,Synthetic Company 34,1.0,0.1339527322987366,0.0,,,1,0.0,
SYNTH_64,Synthetic Company 64,1.0,0.0,1.2809520389296676,,,1,0.0,
FRANK,Frankenversand,0.942920231475815,0.4020722847462288,0.4294802015231598,1998-04-09,1997-06-06,1,-0.3333711420301856,10190.0
SYNTH_128,Synthetic Company 128,1.0,0.0,0.0,,,1,0.0,
SYNTH_124,Synthetic Company 124,0.0,0.0,0.8516488171964456,,,1,0.0,
VAFFE,Vaffeljernet,0.4579898267168245,0.0822345160783847,0.1969967740325791,1998-04-02,1997-07-07,1,-0.2379057695397265,10159.0
LAMAI,La maison d'Asie,-0.026940578042166,-0.3621041634964441,-0.5446622361678104,1998-04-27,1997-07-25,1,-0.5788535284342233,10141.0
SYNTH_151,Synthetic Company 151,0.0,0.0,0.0,,,1,1.0,
MAGAA,Magazzini Alimentari Riuniti,-0.026940578042166,-0.3475719531506445,-0.5033202525101506,1998-03-16,1997-08-18,1,-0.0060612934914687,10117.0
SYNTH_5,Synthetic Company 5,0.0,0.2912047630015986,0.0,,,1,0.0,
SYNTH_131,Synthetic Company 131,0.0,0.0,0.0,,,1,0.0,
SYNTH_147,Synthetic Company 147,0.0,0.0,0.0,,,1,0.0,
SYNTH_72,Synthetic Company 72,0.0,0.0,0.0,,,1,0.0,
LETSS,Let's Stop N Shop,-0.5118709828011566,-0.4416286700085928,-0.4712169127322557,1998-02-12,1997-06-25,1,0.4303518378934871,10171.0
SYNTH_56,Synthetic Company 56,0.0,0.23655226470970533,0.6610999496651878,,,1,0.0,
SYNTH_101,Synthetic Company 101,0.0,0.7508899072639055,2.3303921026865977,,,1,0.0,
SYNTH_122,Synthetic Company 122,1.0,1.403983645653787,0.27730509869674747,,,1,0.0,
AROUT,Around the Horn,0.942920231475815,0.142349695377331,-0.0138431521737231,1998-04-10,1997-06-04,1,-0.3470090523859655,10192.0
SYNTH_16,Synthetic Company 16,0.0,0.0,0.0,,,1,0.0,
OLDWO,Old World Delicatessen,0.2155246243373292,-0.0533229439817817,0.0903411599799722,1998-04-20,1997-07-09,1,-0.4833881559437642,10157.0
SYNTH_44,Synthetic Company 44,0.0,0.0,0.0,,,1,0.0,
ANATR,Ana Trujillo Emparedados y helados,-0.7543361851806519,-0.5623159668919904,-0.8582110890735825,1998-03-04,1997-08-08,1,0.1575936307778897,10127.0
SYNTH_134,Synthetic Company 134,0.0,0.0,1.4059709300451853,,,1,1.0,
SYNTH_14,Synthetic Company 14,0.0,0.4185323076284236,0.0,,,1,0.0,
MEREP,Mère Paillarde,0.2155246243373292,0.2319172525882006,0.7858835014112309,1997-10-30,1997-06-11,0,1.8623324252503732,10185.0
SYNTH_74,Synthetic Company 74,0.0,1.0971436587686518,1.954660727613303,,,1,0.0,
TRAIH,Trail's Head Gourmet Provisioners,-0.7543361851806519,-0.5447126794054131,-0.7580536035605117,1998-01-08,1997-06-19,1,0.9076787003457826,10177.0
SYNTH_116,Synthetic Company 116,0.0,0.0,0.7752032199833507,,,1,0.0,
HUNGC,Hungry Coyote Import Store,-0.9968013875601472,-0.5029660764173819,-0.0956621331677204,1997-09-08,1997-07-16,0,2.571503763750927,10150.0
SYNTH_148,Synthetic Company 148,0.0,0.20387672400048806,0.4220595535495696,,,1,1.0,
BOLID,Bólido Comidas preparadas,-0.9968013875601472,-0.4296869550741056,0.5297425709206104,1998-03-24,1997-12-29,1,-0.1151645763377077,9984.0
SYNTH_82,Synthetic Company 82,0.0,0.0,0.0,,,1,0.0,
SYNTH_109,Synthetic Company 109,0.0,0.09378813351767537,0.9089211773670808,,,1,0.0,
SYNTH_153,Synthetic Company 153,0.0,0.0,0.0,,,1,0.0,
SYNTH_21,Synthetic Company 21,0.0,0.0,0.0,,,1,0.0,
SYNTH_2,Synthetic Company 2,0.0,0.0,0.0,,,1,1.0,
VINET,Vins et alcools Chevalier,-0.9968013875601472,-0.6263020851401871,-1.148280104354669,1997-11-12,1997-11-11,1,1.6850395906252351,10032.0
SYNTH_40,Synthetic Company 40,0.0,0.019583732880931355,0.09952624947387093,,,1,0.0,
OCEAN,Océano Atlántico Ltda.,-0.5118709828011566,-0.4372096989107832,-0.4523599364125329,1998-03-30,1997-05-08,1,-0.1969920384723869,10219.0
WOLZA,Wolski  Zajazd,-0.026940578042166,-0.4418698971595602,-0.7715839211057761,1998-04-23,1997-07-25,1,-0.5243018870111038,10141.0
BONAP,Bon app',1.1853854338553105,0.2173937684112264,-0.0207050118021819,1998-05-06,1997-09-10,1,-0.7015947216362421,10094.0
COMMI,Comércio Mineiro,-0.9968013875601472,-0.6171289256124343,-1.0699912682599424,1998-04-22,1998-03-23,1,-0.5106639766553239,9900.0
QUEDE,Que Delícia,-0.2694057804216613,-0.4015484045823176,-0.5141984698287605,1998-03-31,1997-07-02,1,-0.2106299488281668,10164.0
SYNTH_159,Synthetic Company 159,0.0,0.0,0.8898784297749099,,,1,0.0,
SYNTH_42,Synthetic Company 42,0.0,0.11265386373003149,0.0,,,1,0.0,
EASTC,Eastern Connection,-0.026940578042166,0.083734958530003,0.7236839588134847,1998-04-28,1997-05-09,1,-0.5924914387900032,10218.0
SYNTH_77,Synthetic Company 77,0.0,0.372987033554236,0.0,,,1,0.0,
SPECD,Spécialités du monde,-0.5118709828011566,-0.4863557770121933,-0.662079893944028,1998-04-22,1997-11-12,1,-0.5106639766553239,10031.0
SYNTH_165,Synthetic Company 165,0.0,1.0261455541550777,0.8494486024743173,,,1,0.0,
SYNTH_45,Synthetic Company 45,0.0,0.0,0.1808975480440986,,,1,1.0,
SYNTH_160,Synthetic Company 160,0.0,0.0,0.0,,,1,0.0,
SYNTH_139,Synthetic Company 139,1.0,0.0,0.0,,,1,1.0,
SYNTH_169,Synthetic Company 169,1.0,0.734305931472418,0.0,,,1,0.0,
RATTC,Rattlesnake Canyon Grocery,0.942920231475815,1.1458754587113855,1.699086046643797,1998-05-06,1997-06-10,1,-0.7015947216362421,10186.0
OTTIK,Ottilies Käseladen,0.2155246243373292,0.0022082126511664,0.2257507942858104,1998-04-14,1997-05-30,1,-0.401560693809085,10197.0
SYNTH_18,Synthetic Company 18,1.0,0.11285211949035669,0.5005235887050146,,,1,0.0,
MORGK,Morgenstern Gesundkost,-0.5118709828011566,-0.3892449359112108,-0.2476809783373427,1998-03-12,1997-06-20,1,0.0484903479316507,10176.0
SYNTH_149,Synthetic Company 149,0.0,0.0,0.39854562799160004,,,1,0.0,
SYNTH_85,Synthetic Company 85,0.0,0.0,0.0,,,1,0.0,
SYNTH_150,Synthetic Company 150,0.0,0.3702603995584273,0.0,,,1,0.0,
SYNTH_100,Synthetic Company 100,0.0,0.0,0.1368763907250746,,,1,0.0,
CONSH,Consolidated Holdings,-1.2392665899396424,-0.5885205871700024,-0.2814044794414929,1998-01-23,1998-01-23,1,0.7031100450090846,9959.0
SYNTH_118,Synthetic Company 118,0.0,0.1326559684478157,1.6318980609456937,,,1,0.0,
SYNTH_166,Synthetic Company 166,0.0,0.38539224978279957,0.2786572091559439,,,1,0.0,
SYNTH_130,Synthetic Company 130,0.0,0.0,0.6400225971593024,,,1,0.0,
SYNTH_80,Synthetic Company 80,2.0,0.0,0.0,,,1,0.0,
PRINI,Princesa Isabel Vinhos,-1.2392665899396424,-0.4719369000391427,1.7085753405960693,1998-04-08,1998-04-08,1,-0.3197332316744057,9884.0
SYNTH_129,Synthetic Company 129,0.0,0.9452482305100741,0.0,,,1,0.0,
MAISD,Maison Dewey,0.2155246243373292,0.0144339581614899,0.2555625941662204,1998-04-07,1997-05-07,1,-0.3060953213186259,10220.0
WILMK,Wilman Kala,0.2155246243373292,-0.4358160924523993,-0.8423470910723151,1998-04-07,1997-07-30,1,-0.3060953213186259,10136.0
SYNTH_146,Synthetic Company 146,0.0,0.0,0.0,,,1,0.0,
FOLIG,Folies gourmandes,-0.7543361851806519,-0.0162168520518884,2.2489309277232694,1997-12-22,1997-08-15,1,1.1395231763940403,10120.0
PICCO,Piccolo und mehr,-0.026940578042166,0.1698404081533405,0.9686411956313772,1998-04-27,1997-05-08,1,-0.5788535284342233,10219.0
SYNTH_114,Synthetic Company 114,0.0,0.0,0.0,,,1,0.0,
SYNTH_71,Synthetic Company 71,0.0,0.1604698835990191,1.840157381609559,,,1,0.0,
SYNTH_176,Synthetic Company 176,2.0,0.5219537214471661,0.4166046816260597,,,1,0.0,
