customer_id,company_name,total_orders,total_spent,average_order_value,last_order_date,first_order_date,will_order_next_6months,days_since_last_order,customer_age_days
FOLKO,Folk och fä HB,1.9127810409937962,1.159825029437589,0.8391378959093263,1998-04-27,1997-05-12,1,-0.5788535284342233,10215.0
FRANK,Frankenversand,0.942920231475815,0.4020722847462288,0.42948020152315985,1998-04-09,1997-06-06,1,-0.33337114203018564,10190.0
FRANR,France restauration,-0.7543361851806519,-0.43507580107355787,-0.13425227885941496,1998-03-24,1997-09-17,1,-0.11516457633770771,10087.0
FRANS,Franchi S.p.A.,-0.2694057804216613,-0.5498693702907306,-1.0205398558529073,1998-04-30,1997-10-20,1,-0.619767259501563,10054.0
FURIB,Furia Bacalhau e Frutos do Mar,-0.5118709828011566,-0.42944812302914886,-0.41923913761928955,1998-03-19,1997-05-28,1,-0.04697502455880836,10199.0
GALED,Galería del gastrónomo,-0.7543361851806519,-0.627486822720308,-1.2290139322059441,1998-03-05,1997-06-13,1,0.14395572042210983,10183.0
GODOS,Godos Cocina Típica,0.7004550290963197,0.0550084901762046,-0.028778779948581426,1998-04-21,1997-05-28,1,-0.4970260662995441,10199.0
GOURL,Gourmet Lanchonetes,0.45798982671682453,-0.14594668309736514,-0.2898594843842125,1998-04-24,1997-09-01,1,-0.5379397973668837,10103.0
GREAL,Great Lakes Food Market,1.1853854338553103,0.6151149002940802,0.596453705157627,1998-04-30,1997-05-06,1,-0.619767259501563,10221.0
GROSR,GROSELLA-Restaurante,-1.2392665899396424,-0.625774773741108,-0.9173003008285909,1997-12-18,1997-12-18,1,1.1940748178171599,9995.0
HANAR,Hanari Carnes,1.4278506362348056,1.3914619979964153,1.5368571551531958,1998-04-27,1997-05-19,1,-0.5788535284342233,10208.0
HILAA,HILARION-Abastos,1.4278506362348056,0.3293954239012051,0.02614619292569142,1998-04-28,1997-05-29,1,-0.5924914387900032,10198.0
HUNGC,Hungry Coyote Import Store,-0.9968013875601471,-0.5029660764173819,-0.09566213316772043,1997-09-08,1997-07-16,0,2.571503763750927,10150.0
HUNGO,Hungry Owl All-Night Grocers,1.1853854338553103,1.7435709000565807,2.3475209759913884,1998-04-30,1997-06-12,1,-0.619767259501563,10184.0
ISLAT,Island Trading,-0.026940578042166045,-0.3088950530757161,-0.3932902066480082,1998-03-06,1997-08-05,1,0.13031781006632998,10130.0
KOENE,Königlich Essen,0.45798982671682453,1.1263008088184672,2.424657118787873,1998-04-16,1997-05-20,1,-0.42883651452064475,10207.0
LACOR,La corne d'abondance,-0.5118709828011566,-0.515892045426628,-0.78811935012876,1998-03-24,1998-01-29,1,-0.11516457633770771,9953.0
LAMAI,La maison d'Asie,-0.026940578042166045,-0.36210416349644414,-0.5446622361678104,1998-04-27,1997-07-25,1,-0.5788535284342233,10141.0
LAUGB,Laughing Bacchus Wine Cellars,-0.9968013875601471,-0.635567693902132,-1.2273579535392518,1998-01-01,1997-08-05,1,1.0031440728362417,10130.0
LAZYK,Lazy K Kountry Store,-1.2392665899396424,-0.6379303214934279,-1.1247846867141416,1997-05-22,1997-05-22,0,4.058035992530932,10205.0
LEHMS,Lehmanns Marktstand,0.942920231475815,0.20078158613216746,0.08589488692110057,1998-05-05,1997-05-12,1,-0.6879568112804623,10215.0
LETSS,Let's Stop N Shop,-0.5118709828011566,-0.4416286700085928,-0.47121691273225574,1998-02-12,1997-06-25,1,0.43035183789348713,10171.0
LILAS,LILA-Supermercado,0.21552462433732925,-0.12282135280025416,-0.0791268412927285,1998-05-05,1997-05-21,1,-0.6879568112804623,10206.0
LINOD,LINO-Delicateses,0.942920231475815,0.3401677048558077,0.3238145910234959,1998-04-21,1997-08-20,1,-0.4970260662995441,10115.0
LONEP,Lonesome Pine Restaurant,-0.026940578042166045,-0.40943341742168954,-0.6793069457988048,1998-04-13,1997-05-21,1,-0.3879227834533051,10206.0
MAGAA,Magazzini Alimentari Riuniti,-0.026940578042166045,-0.3475719531506445,-0.5033202525101506,1998-03-16,1997-08-18,1,-0.006061293491468746,10117.0
MAISD,Maison Dewey,0.21552462433732925,0.014433958161489933,0.25556259416622046,1998-04-07,1997-05-07,1,-0.3060953213186259,10220.0
MEREP,Mère Paillarde,0.21552462433732925,0.2319172525882006,0.7858835014112309,1997-10-30,1997-06-11,0,1.8623324252503735,10185.0
MORGK,Morgenstern Gesundkost,-0.5118709828011566,-0.38924493591121084,-0.2476809783373427,1998-03-12,1997-06-20,1,0.04849034793165074,10176.0
NORTS,North/South,-0.9968013875601471,-0.6319723910458119,-1.1966736429505436,1998-04-29,1997-11-24,1,-0.6061293491457831,10019.0
OCEAN,Océano Atlántico Ltda.,-0.5118709828011566,-0.4372096989107832,-0.45235993641253297,1998-03-30,1997-05-08,1,-0.19699203847238694,10219.0
OLDWO,Old World Delicatessen,0.21552462433732925,-0.05332294398178171,0.09034115997997223,1998-04-20,1997-07-09,1,-0.4833881559437642,10157.0
OTTIK,Ottilies Käseladen,0.21552462433732925,0.0022082126511664218,0.22575079428581046,1998-04-14,1997-05-30,1,-0.401560693809085,10197.0
PARIS,Paris spécialités,-1.4817317923191378,-0.6523115329187078,-1.370259171423807,,,0,4.058035992530932,
PERIC,Pericles Comidas clásicas,-0.9968013875601471,-0.5498625220033805,-0.4959024354103318,1998-05-05,1998-04-02,1,-0.6879568112804623,9890.0
PICCO,Piccolo und mehr,-0.026940578042166045,0.16984040815334053,0.9686411956313772,1998-04-27,1997-05-08,1,-0.5788535284342233,10219.0
PRINI,Princesa Isabel Vinhos,-1.2392665899396424,-0.4719369000391427,1.7085753405960693,1998-04-08,1998-04-08,1,-0.31973323167440576,9884.0
QUEDE,Que Delícia,-0.2694057804216613,-0.4015484045823176,-0.5141984698287605,1998-03-31,1997-07-02,1,-0.2106299488281668,10164.0
QUEEN,Queen Cozinha,0.942920231475815,0.291788797928222,0.24123610095283185,1998-05-04,1997-08-19,1,-0.6743189009246824,10116.0
QUICK,QUICK-Stop,2.8826418505117775,4.911057697295184,3.905394344090418,1998-04-14,1997-05-19,1,-0.401560693809085,10208.0
RANCH,Rancho grande,-0.5118709828011566,-0.4879068932306057,-0.6686989374164416,1998-04-13,1997-10-24,1,-0.3879227834533051,10050.0
RATTC,Rattlesnake Canyon Grocery,0.942920231475815,1.1458754587113857,1.699086046643797,1998-05-06,1997-06-10,1,-0.7015947216362421,10186.0
REGGC,Reggiani Caseifici,0.7004550290963197,-0.2237034987562813,-0.5573749681153338,1998-04-30,1997-06-09,1,-0.619767259501563,10187.0
RICAR,Ricardo Adocicados,0.21552462433732925,-0.04310287144033894,0.11526223797161632,1998-04-29,1997-06-10,1,-0.6061293491457831,10186.0
RICSU,Richter Supermarkt,0.45798982671682453,0.3581862680281857,0.7857781370157778,1998-05-06,1997-05-14,1,-0.7015947216362421,10213.0
ROMEY,Romero y tomillo,-0.9968013875601471,-0.6025326816608787,-0.9454188189457523,1998-04-09,1998-03-02,1,-0.33337114203018564,9921.0
SANTG,Santé Gourmet,-0.5118709828011566,-0.3457349222133657,-0.06201167210952718,1998-04-10,1997-08-20,1,-0.3470090523859655,10115.0
SAVEA,Save-a-lot Markets,4.579898267168244,4.988787795159666,2.481282704448801,1998-05-01,1997-06-02,1,-0.6334051698573429,10194.0
SEVES,Seven Seas Imports,-0.5118709828011566,-0.16128664372253215,0.7250803325065058,1998-02-04,1997-05-23,1,0.5394551207397261,10204.0
SIMOB,Simons bistro,-0.2694057804216613,-0.29099404108603977,-0.13678554390585732,1998-05-06,1997-06-03,1,-0.7015947216362421,10193.0
SPECD,Spécialités du monde,-0.5118709828011566,-0.4863557770121933,-0.662079893944028,1998-04-22,1997-11-12,1,-0.5106639766553239,10031.0
SPLIR,Split Rail Beer & Ale,-0.7543361851806519,-0.4395380852464606,-0.15964135250509057,1998-03-25,1997-11-27,1,-0.1288024866934876,10016.0
SUPRD,Suprêmes délices,0.21552462433732925,0.1470509858205909,0.578941833981862,1998-04-21,1997-12-05,1,-0.4970260662995441,10008.0
THEBI,The Big Cheese,-0.7543361851806519,-0.4451536064355091,-0.19159200277819086,1998-04-01,1997-10-17,1,-0.22426785918394668,10057.0
THECR,The Cracker Box,-0.7543361851806519,-0.5189607231559435,-0.6115326092884925,1998-04-06,1997-08-07,1,-0.29245741096284605,10128.0
TOMSP,Toms Spezialitäten,-0.7543361851806519,-0.5006582348636487,-0.5073968785401045,1998-03-23,1997-05-26,1,-0.10152666598192785,10201.0
TORTU,Tortuga Restaurante,-0.2694057804216613,-0.42989582396053233,-0.6109715157000418,1998-05-04,1997-06-23,1,-0.6743189009246824,10173.0
TRADH,Tradição Hipermercados,-0.5118709828011566,-0.28492883382082146,0.19746478599211795,1998-01-19,1997-07-22,1,0.757661686432204,10144.0
TRAIH,Trail's Head Gourmet Provisioners,-0.7543361851806519,-0.5447126794054131,-0.7580536035605117,1998-01-08,1997-06-19,1,0.9076787003457826,10177.0
VAFFE,Vaffeljernet,0.45798982671682453,0.08223451607838471,0.19699677403257915,1998-04-02,1997-07-07,1,-0.23790576953972656,10159.0
VICTE,Victuailles en stock,-0.2694057804216613,-0.25319525457474074,-0.007747212333853933,1998-01-23,1997-05-23,1,0.7031100450090846,10204.0
VINET,Vins et alcools Chevalier,-0.9968013875601471,-0.6263020851401871,-1.148280104354669,1997-11-12,1997-11-11,1,1.6850395906252351,10032.0
WANDK,Die Wandernde Kuh,-0.2694057804216613,-0.3916263954007093,-0.4803264959162086,1998-04-23,1997-08-14,1,-0.5243018870111038,10121.0
WARTH,Wartian Herkku,-0.026940578042166045,-0.15583496316223278,0.04214305403777211,1998-04-15,1997-05-30,1,-0.41519860416486487,10197.0
WELLI,Wellington Importadora,0.21552462433732925,-0.38916549632960074,-0.7285922092337924,1998-03-09,1997-07-01,1,0.08940407899899035,10165.0
WHITC,White Clover Markets,0.7004550290963197,0.8139851387668074,1.410671904929393,1998-05-01,1997-07-11,1,-0.6334051698573429,10155.0
WILMK,Wilman Kala,0.21552462433732925,-0.43581609245239933,-0.8423470910723151,1998-04-07,1997-07-30,1,-0.3060953213186259,10136.0
WOLZA,Wolski  Zajazd,-0.026940578042166045,-0.44186989715956027,-0.7715839211057761,1998-04-23,1997-07-25,1,-0.5243018870111038,10141.0
